id,language,reference,generated,bleu_score,bleu_1,bleu_2,bleu_3,bleu_4,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
2,python,Validates if a value conforms to a datatype specified by a string,Validates if a given value conforms to a specified datatype.,32.99292579001791,81.81818181818181,50.0,33.333333333333336,12.5,0.8181818181818182,0.5,0.7272727272727272,0.7272727272727272,0.9347304105758667,0.8908189535140991,0.912246584892273
3,python,Checks if a value or list of values is a valid integer for a specified bit-width and signedness.,Validates if a value or list of values represents a signed or unsigned integer within a specified bit range.,34.6697783111003,60.0,36.8421052631579,27.77777777777778,23.529411764705884,0.631578947368421,0.4444444444444444,0.631578947368421,0.631578947368421,0.8711440563201904,0.8810298442840576,0.8760590553283691
4,python,Looks up a type definition tuple by its string name from a list of types,Retrieves type information for a given datatype from a predefined list of types.,13.46216659120865,50.0,23.076923076923077,8.333333333333334,4.545454545454546,0.5,0.23076923076923075,0.42857142857142855,0.42857142857142855,0.753436803817749,0.728323221206665,0.7406671643257141
5,python,Finds all datatypes within the current namespace and any parent namespaces of a given FQN,"Retrieves namespaced data types from a fully qualified name, excluding prefixes.",2.6485681362909563,7.6923076923076925,4.166666666666667,2.272727272727273,1.25,0.07692307692307691,0.0,0.07692307692307691,0.07692307692307691,0.6329120397567749,0.5672350525856018,0.5982764363288879
7,python,Converts a string-based data type definition into an ApiGearType object,"Maps a string representation of a data type to an ApiGearType, handling arrays and basic types like int, float, boolean, and string.”",3.9936381761886643,17.857142857142858,7.407407407407407,1.9230769230769231,1.0,0.3636363636363636,0.19354838709677416,0.3636363636363636,0.3636363636363636,0.6644197702407837,0.8145769834518433,0.7318758964538574
8,python,Generates an ApiGear property from a VSS (Vehicle Signal Specification) node,"Generates an ApiGearProperty object based on a VSSNode's datatype and data, logging a warning if the datatype is unsupported.",4.019656738893367,14.285714285714286,5.0,2.6315789473684212,1.3888888888888888,0.19354838709677416,0.06896551724137931,0.19354838709677416,0.19354838709677416,0.6212556958198547,0.7213867902755737,0.6675874590873718
10,python,Loads and merges multiple VSpec files from specified paths into a single VSpec object,"Loads and merges vehicle specification files from specified paths, logging details and raising an exception if no specifications are found.”",14.90896080339584,30.434782608695652,22.727272727272727,14.285714285714286,5.0,0.4117647058823529,0.3125,0.4117647058823529,0.4117647058823529,0.6781724691390991,0.7515614628791809,0.7129834294319153
11,python,"Recursively updates a dictionary with values from another, merging nested dictionaries","Recursively updates a dictionary with another dictionary, merging nested dictionaries.”",49.73567356124545,76.92307692307692,58.333333333333336,45.45454545454545,30.0,0.8571428571428572,0.631578947368421,0.8571428571428572,0.8571428571428572,0.8572982549667358,0.8841912150382996,0.8705371022224426
12,python,Validates a constant unique identifier (constUID) is a 32-bit hexadecimal string,Validates a string against a hexadecimal pattern to ensure it's a properly formatted 'constUID'.,6.608973813188645,33.333333333333336,7.142857142857143,3.8461538461538463,2.0833333333333335,0.4444444444444445,0.08,0.2962962962962963,0.2962962962962963,0.6570875644683838,0.6788862347602844,0.6678090691566467
13,python,"Initializes and attempts to resolve a VSS raw model, returning the unresolved model on failure","Retrieves and resolves a VSSRaw object from a dictionary, handling potential validation errors.",3.23553708111838,20.0,3.5714285714285716,1.9230769230769231,1.0416666666666667,0.14285714285714288,0.0,0.14285714285714288,0.14285714285714288,0.7305514812469482,0.6998045444488525,0.7148475050926208
14,python,Validates that a list of strings are all known datatypes,Validates a list of data types against a predefined set of allowed types.,11.359354890271161,28.571428571428573,15.384615384615385,8.333333333333334,4.545454545454546,0.34782608695652173,0.1904761904761905,0.34782608695652173,0.34782608695652173,0.6718698740005493,0.671699047088623,0.6717844605445862
15,python,"Renders a VSS tree into a string, displaying specified attributes for each node","Generates a string representation of a VSSNode tree, including specified attributes and their values.",7.955891555490758,43.75,13.333333333333334,3.5714285714285716,1.9230769230769231,0.4444444444444445,0.16,0.29629629629629634,0.29629629629629634,0.8237754106521606,0.8098811507225037,0.8167691826820374
16,python,Finds the root of a VSS instance by recursively traversing up the parent hierarchy,Traverses up the parent chain of a VSSNode to find the root of an instance branch.,16.267392600305733,47.05882352941177,31.25,13.333333333333334,3.5714285714285716,0.5333333333333333,0.3571428571428571,0.26666666666666666,0.26666666666666666,0.7950043678283691,0.7861334085464478,0.7905440330505371
17,python,Counts the depth of a chain of instance branches,Recursively counts the depth of instance children within a tree structure.,15.851165692617155,41.666666666666664,27.272727272727273,10.0,5.555555555555555,0.6,0.4444444444444445,0.5,0.5,0.7579936981201172,0.7737857699394226,0.7658082842826843
18,python,Finds all child node IDs that belong to a specific parent name,Identifies node IDs that have a specified name as their expected parent.,13.67440667823257,46.15384615384615,16.666666666666668,9.090909090909092,5.0,0.5,0.18181818181818182,0.4166666666666667,0.4166666666666667,0.7880858778953552,0.7924896478652954,0.7902817130088806
19,python,"Gets an attribute, returning a default value if the attribute is missing or its value is None","Safely retrieves an attribute from an object, returning a default value if the attribute is not found or is None.",42.77972007454008,63.63636363636363,47.61904761904762,35.0,31.57894736842105,0.7027027027027027,0.5142857142857142,0.7027027027027027,0.7027027027027027,0.8285893797874451,0.87129807472229,0.8494071960449219
20,python,Generates a Protobuf schema from a Vehicle Signal Specification (VSS) tree,"Generates Protocol Buffer definitions from a VSS signal tree, including imports and message structures.",6.150343144231885,31.25,6.666666666666667,3.5714285714285716,1.9230769230769231,0.4799999999999999,0.08695652173913043,0.4,0.4,0.7198769450187683,0.730823278427124,0.7253087759017944
21,python,Groups all leaf VSS branch instances by the fully qualified name of their original branch definition,"Extracts and organizes metadata about instance names within a VSSNode tree, grouping them by their root fully qualified name.",7.681104116622756,23.80952380952381,10.0,5.2631578947368425,2.7777777777777777,0.2857142857142857,0.1212121212121212,0.22857142857142856,0.22857142857142856,0.6988604068756104,0.727614164352417,0.7129475474357605
